dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
openml-40691-wine-quality-red,openml,extratrees,42,5,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.109082249819,""0.15"":0.10761991255,""0.20"":0.105400861679,""0.25"":0.103485415348,""0.30"":0.114734426797,""0.35"":0.114455597743,""0.40"":0.110108376475,""0.45"":0.106925743051,""0.50"":0.104050620418,""0.55"":0.104679212831,""0.60"":0.103795894626,""0.65"":0.102819202111,""0.70"":0.102478303079,""0.75"":0.101577840442,""0.80"":0.099868441431,""0.85"":0.099374343539,""0.90"":0.097959890541}","{""0.10"":0.133644557647,""0.15"":0.129444550441,""0.20"":0.127143374235,""0.25"":0.123874841513,""0.30"":0.135169293487,""0.35"":0.123491813816,""0.40"":0.122254353687,""0.45"":0.119390131289,""0.50"":0.114570890413,""0.55"":0.115121347399,""0.60"":0.114210730597,""0.65"":0.10902003182,""0.70"":0.108445493434,""0.75"":0.107707659003,""0.80"":0.106134622459,""0.85"":0.105862342337,""0.90"":0.105300209911}",0.1147344267966112,1,3,100,100,0.21717811561561562,0.8766990291262136,0.0,0.0,0.0,0.5,0.0,0.9686520376175548,0.027692206896551726,0.05210658307210031,0.03134796238244514,6.392592,2.713209,0.371895,0.011852,9.49413,1280,2474,1194,0.03359375,0.5,
openml-40691-wine-quality-red,openml,extratrees,44,1,nested_tuned_raw_fol_equal100,0.45,0.55,0.45,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.109586097206,""0.15"":0.110253266638,""0.20"":0.111463214542,""0.25"":0.110965372382,""0.30"":0.111987564216,""0.35"":0.113482638455,""0.40"":0.11262975875,""0.45"":0.114598850805,""0.50"":0.113332629059,""0.55"":0.113769560974,""0.60"":0.112982949893,""0.65"":0.112584395118,""0.70"":0.11197854205,""0.75"":0.111549082159,""0.80"":0.111831857241,""0.85"":0.112638959225,""0.90"":0.112530211502}","{""0.10"":0.150233405232,""0.15"":0.151691696759,""0.20"":0.151600087999,""0.25"":0.150854659042,""0.30"":0.151603547741,""0.35"":0.153225027525,""0.40"":0.140098920086,""0.45"":0.141223484629,""0.50"":0.134542790012,""0.55"":0.134711767418,""0.60"":0.135115107531,""0.65"":0.135959537086,""0.70"":0.130628956904,""0.75"":0.130507514452,""0.80"":0.132611063594,""0.85"":0.134971732376,""0.90"":0.136021049394}",0.11459885080534465,1,3,100,100,0.20487073834162647,0.7883870967741936,0.0,0.0,0.0,0.49838709677419357,-0.010055966353275558,0.965625,0.03359784296875,0.0683546875,0.03125,6.251646,2.703383,0.366267,0.011793,9.337609,1279,2472,1193,0.033620015637216574,0.5,
openml-40691-wine-quality-red,openml,extratrees,44,2,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.111370659469,""0.15"":0.112182263549,""0.20"":0.111683094437,""0.25"":0.114135736951,""0.30"":0.116970522511,""0.35"":0.116935734608,""0.40"":0.118923749081,""0.45"":0.11981480827,""0.50"":0.11806151721,""0.55"":0.116917981244,""0.60"":0.116723674755,""0.65"":0.122628312115,""0.70"":0.122374176137,""0.75"":0.122041810456,""0.80"":0.12341348733,""0.85"":0.123263330105,""0.90"":0.125181622597}","{""0.10"":0.149662671525,""0.15"":0.151729926637,""0.20"":0.147933058478,""0.25"":0.149048943922,""0.30"":0.14585139632,""0.35"":0.145786435591,""0.40"":0.139363292384,""0.45"":0.140033967339,""0.50"":0.1375425025,""0.55"":0.133126692387,""0.60"":0.132742316506,""0.65"":0.138509004919,""0.70"":0.137630239638,""0.75"":0.137289211484,""0.80"":0.13819485328,""0.85"":0.137033296729,""0.90"":0.138098728269}",0.12518162259671167,1,3,100,100,0.16589262680853437,0.8889379229185055,0.09523809523809523,0.09090909090909091,0.1,0.5308914386584289,0.06469383037977039,0.940625,0.043762575000000005,0.102675,0.034375,6.466954,3.302143,0.38815,0.011784,10.17358,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,44,3,nested_tuned_raw_fol_equal100,0.4,0.6,0.4,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.145916635509,""0.15"":0.146941937183,""0.20"":0.146341408031,""0.25"":0.146777706259,""0.30"":0.152256901612,""0.35"":0.151905414296,""0.40"":0.152395480521,""0.45"":0.15078489772,""0.50"":0.150644869133,""0.55"":0.15144364663,""0.60"":0.146922280834,""0.65"":0.145438406717,""0.70"":0.150623986489,""0.75"":0.149569070394,""0.80"":0.147847626342,""0.85"":0.145119374893,""0.90"":0.144230001805}","{""0.10"":0.167715419053,""0.15"":0.167909619207,""0.20"":0.178488861549,""0.25"":0.178373992564,""0.30"":0.179821683332,""0.35"":0.177703070899,""0.40"":0.180527523282,""0.45"":0.176379112311,""0.50"":0.180775151273,""0.55"":0.180807751607,""0.60"":0.169848445767,""0.65"":0.169719291861,""0.70"":0.181978681597,""0.75"":0.180981061318,""0.80"":0.17995325676,""0.85"":0.175507383082,""0.90"":0.173942444381}",0.15239548052125113,1,3,100,100,0.1948728437628961,0.8003824654310092,0.0,0.0,0.0,0.49838187702265374,-0.010563838700626148,0.9625,0.03553655,0.06932500000000001,0.034375,6.634647,3.253808,0.365243,0.011751,10.26998,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,44,4,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.154605909668,""0.15"":0.14989584513,""0.20"":0.144287188416,""0.25"":0.143234855663,""0.30"":0.138963750157,""0.35"":0.131236078194,""0.40"":0.12908419857,""0.45"":0.125597931802,""0.50"":0.122320741925,""0.55"":0.12178321052,""0.60"":0.115651910274,""0.65"":0.114661260645,""0.70"":0.112921528153,""0.75"":0.110877771714,""0.80"":0.109538622744,""0.85"":0.108536483216,""0.90"":0.107207407528}","{""0.10"":0.192513153477,""0.15"":0.18787707633,""0.20"":0.176344254038,""0.25"":0.17309108901,""0.30"":0.162783452687,""0.35"":0.161739206528,""0.40"":0.159055370706,""0.45"":0.154946145154,""0.50"":0.152933255561,""0.55"":0.149670620383,""0.60"":0.140630936477,""0.65"":0.138877974207,""0.70"":0.136337617036,""0.75"":0.135485395235,""0.80"":0.133178358927,""0.85"":0.131000150732,""0.90"":0.12886585722}",0.15460590966752355,1,3,100,100,0.1645048006873456,0.7747867019711681,0.0,0.0,0.0,0.5,0.0,0.965625,0.031030709375,0.034059375,0.034375,7.261412,3.623167,0.438554,0.038115,11.365946,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,44,5,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.118358271892,""0.15"":0.118584100618,""0.20"":0.117812084499,""0.25"":0.116370878184,""0.30"":0.1161227743,""0.35"":0.115940610884,""0.40"":0.114611469281,""0.45"":0.112335788118,""0.50"":0.111061749462,""0.55"":0.110760229062,""0.60"":0.109478373889,""0.65"":0.109112863945,""0.70"":0.108761591044,""0.75"":0.108383174117,""0.80"":0.108186560235,""0.85"":0.108417649859,""0.90"":0.108955958486}","{""0.10"":0.134197290841,""0.15"":0.134909068372,""0.20"":0.132163469264,""0.25"":0.132795591704,""0.30"":0.133181655411,""0.35"":0.132506398468,""0.40"":0.131830685843,""0.45"":0.129313889211,""0.50"":0.127012309402,""0.55"":0.12595685185,""0.60"":0.123458520858,""0.65"":0.121749823267,""0.70"":0.122892560101,""0.75"":0.123870650213,""0.80"":0.122606602893,""0.85"":0.122782985806,""0.90"":0.125696198882}",0.11858410061836741,1,3,100,100,0.1752200838301333,0.8088996763754046,0.0,0.0,0.0,0.49838187702265374,-0.010088049400830787,0.9655172413793104,0.029318884012539185,0.043815047021943575,0.03134796238244514,7.644286,3.597638,0.491243,0.035988,11.773744,1280,2474,1194,0.03359375,0.5,
openml-40691-wine-quality-red,openml,extratrees,49,1,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.160480230065,""0.15"":0.160804013673,""0.20"":0.152287957312,""0.25"":0.149903775326,""0.30"":0.149995675601,""0.35"":0.147261594821,""0.40"":0.148696542893,""0.45"":0.145317073954,""0.50"":0.145383486639,""0.55"":0.142483983178,""0.60"":0.137031410968,""0.65"":0.139681772732,""0.70"":0.12678872627,""0.75"":0.124832019848,""0.80"":0.123898318641,""0.85"":0.1192670544,""0.90"":0.118934163157}","{""0.10"":0.168820811309,""0.15"":0.16870723206,""0.20"":0.168622388511,""0.25"":0.166508186891,""0.30"":0.16664918766,""0.35"":0.168394381198,""0.40"":0.171211617154,""0.45"":0.170022938239,""0.50"":0.166278382938,""0.55"":0.16508297125,""0.60"":0.161729376173,""0.65"":0.159946534875,""0.70"":0.158659329155,""0.75"":0.155717262559,""0.80"":0.152783458644,""0.85"":0.144424457713,""0.90"":0.146441554724}",0.16080401367257677,1,3,100,100,0.22145346055313792,0.8487096774193549,0.0,0.0,0.0,0.5,0.0,0.96875,0.027414944531250002,0.0394140625,0.03125,8.406427,3.383989,0.493134,0.0123,12.300528,1279,2472,1193,0.033620015637216574,0.5,
openml-40691-wine-quality-red,openml,extratrees,49,2,nested_tuned_raw_fol_equal100,0.75,0.25,0.75,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.09261278104,""0.15"":0.093784158996,""0.20"":0.093085999633,""0.25"":0.096833386531,""0.30"":0.096760928625,""0.35"":0.095684259592,""0.40"":0.095452087708,""0.45"":0.098411703169,""0.50"":0.097310852283,""0.55"":0.096953641146,""0.60"":0.096276528358,""0.65"":0.095654093667,""0.70"":0.094985687417,""0.75"":0.106206456918,""0.80"":0.106121790117,""0.85"":0.105963125621,""0.90"":0.105112536086}","{""0.10"":0.108944635618,""0.15"":0.111011958332,""0.20"":0.109347697378,""0.25"":0.108899555711,""0.30"":0.108572127816,""0.35"":0.107005107124,""0.40"":0.105564941051,""0.45"":0.105147668236,""0.50"":0.104969219271,""0.55"":0.10405969727,""0.60"":0.103355238804,""0.65"":0.102560518577,""0.70"":0.102118196882,""0.75"":0.113060477364,""0.80"":0.112680574234,""0.85"":0.11283331009,""0.90"":0.111652582955}",0.10620645691790452,1,3,100,100,0.31962466176500515,0.8342159458664313,0.21052631578947367,0.18181818181818182,0.25,0.5812003530450133,0.18951395930091722,0.953125,0.0376276953125,0.086828125,0.034375,8.292814,3.456702,0.484981,0.011785,12.250887,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,49,3,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.138182541302,""0.15"":0.135273384961,""0.20"":0.135329487497,""0.25"":0.126728081564,""0.30"":0.124864564919,""0.35"":0.125200787982,""0.40"":0.122587614334,""0.45"":0.119527363751,""0.50"":0.119324478564,""0.55"":0.117515920642,""0.60"":0.115793032561,""0.65"":0.112905899201,""0.70"":0.109184164203,""0.75"":0.107405007624,""0.80"":0.105621910859,""0.85"":0.103836819912,""0.90"":0.102948778681}","{""0.10"":0.163121250693,""0.15"":0.160299160016,""0.20"":0.159683068808,""0.25"":0.153610257948,""0.30"":0.151715633463,""0.35"":0.149603574698,""0.40"":0.146208033001,""0.45"":0.139444499645,""0.50"":0.137610191247,""0.55"":0.137837138934,""0.60"":0.135605871951,""0.65"":0.1335656119,""0.70"":0.126847684238,""0.75"":0.125580824362,""0.80"":0.124533280592,""0.85"":0.122552175723,""0.90"":0.121585927541}",0.13818254130152444,1,3,100,100,0.20417401500355056,0.8773168578993822,0.0,0.0,0.0,0.5,0.0,0.965625,0.030482184375,0.035046875,0.034375,8.867373,4.157819,0.48721,0.01189,13.528923,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,49,4,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.147083771904,""0.15"":0.145108194236,""0.20"":0.143938802704,""0.25"":0.145674396039,""0.30"":0.146197564814,""0.35"":0.147225328009,""0.40"":0.14515126949,""0.45"":0.144033650033,""0.50"":0.142668006,""0.55"":0.130501722861,""0.60"":0.130854345029,""0.65"":0.130400928463,""0.70"":0.129600873168,""0.75"":0.133213799937,""0.80"":0.132986767996,""0.85"":0.132669292285,""0.90"":0.132373603248}","{""0.10"":0.198804098494,""0.15"":0.199889515994,""0.20"":0.194340740283,""0.25"":0.192065785455,""0.30"":0.19068477887,""0.35"":0.185559769824,""0.40"":0.183568366481,""0.45"":0.183153046555,""0.50"":0.180818372863,""0.55"":0.183736768524,""0.60"":0.18534564153,""0.65"":0.184993069576,""0.70"":0.18430122677,""0.75"":0.185524291528,""0.80"":0.185201515221,""0.85"":0.184113495169,""0.90"":0.185463206143}",0.1472253280094608,1,3,100,100,0.14205788755816862,0.7914092380111799,0.0,0.0,0.0,0.49838187702265374,-0.010563838700626148,0.9625,0.034568696875,0.061053125,0.034375,9.166787,4.054936,0.460601,0.011797,13.698674,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,extratrees,49,5,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.108376522375,""0.15"":0.105381155895,""0.20"":0.105365582446,""0.25"":0.102441045732,""0.30"":0.101749931669,""0.35"":0.100256062213,""0.40"":0.096187617922,""0.45"":0.095503974386,""0.50"":0.09435973069,""0.55"":0.093789598322,""0.60"":0.091982740388,""0.65"":0.090421255568,""0.70"":0.087588007218,""0.75"":0.086275647663,""0.80"":0.085918778576,""0.85"":0.085475616813,""0.90"":0.08486889845}","{""0.10"":0.132937575027,""0.15"":0.129599035612,""0.20"":0.128501830116,""0.25"":0.125169323788,""0.30"":0.124357920674,""0.35"":0.123680234999,""0.40"":0.11993396604,""0.45"":0.118914606102,""0.50"":0.117801733575,""0.55"":0.117134584647,""0.60"":0.11681226534,""0.65"":0.116809129673,""0.70"":0.100293833816,""0.75"":0.0992118485,""0.80"":0.098502498785,""0.85"":0.097498493895,""0.90"":0.096303664758}",0.1083765223749666,1,3,100,100,0.07604807344669595,0.7805825242718447,0.0,0.0,0.0,0.49838187702265374,-0.010088049400830787,0.9655172413793104,0.0336120564263323,0.03903448275862069,0.03134796238244514,9.28908,4.509405,0.536789,0.016018,14.355835,1280,2474,1194,0.03359375,0.5,
openml-40691-wine-quality-red,openml,rf,42,1,nested_tuned_raw_fol_equal100,0.65,0.35,0.65,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.129052561353,""0.15"":0.133618193158,""0.20"":0.135601450663,""0.25"":0.137910947937,""0.30"":0.144215515805,""0.35"":0.145311055859,""0.40"":0.146650450756,""0.45"":0.146339730379,""0.50"":0.145264406134,""0.55"":0.145592354092,""0.60"":0.145398677743,""0.65"":0.149080630271,""0.70"":0.14860068014,""0.75"":0.147625822506,""0.80"":0.148377939198,""0.85"":0.147146571378,""0.90"":0.147675290243}","{""0.10"":0.138427811274,""0.15"":0.144046319623,""0.20"":0.148008297682,""0.25"":0.150430753536,""0.30"":0.15996069089,""0.35"":0.160593059244,""0.40"":0.16517185813,""0.45"":0.164191526969,""0.50"":0.164866290006,""0.55"":0.165770594987,""0.60"":0.165737762346,""0.65"":0.178605502884,""0.70"":0.179783671961,""0.75"":0.179249251317,""0.80"":0.180575933372,""0.85"":0.177084852495,""0.90"":0.177929316585}",0.14908063027141918,1,3,100,100,0.06042507269808414,0.7061290322580646,0.0,0.0,0.0,0.4935483870967742,-0.020207175225248872,0.95625,0.04502032421875,0.09226718750000001,0.03125,7.514362,2.768192,0.791674,0.012168,11.091304,1279,2472,1193,0.033620015637216574,0.5,
openml-40691-wine-quality-red,openml,rf,42,2,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.128580886017,""0.15"":0.13774809143,""0.20"":0.13575574405,""0.25"":0.134571674621,""0.30"":0.131922598419,""0.35"":0.129562072431,""0.40"":0.126360784069,""0.45"":0.126023737101,""0.50"":0.123704767373,""0.55"":0.122560398801,""0.60"":0.121120932553,""0.65"":0.120141867477,""0.70"":0.118693617121,""0.75"":0.117649974857,""0.80"":0.116394739618,""0.85"":0.115621837592,""0.90"":0.115070935674}","{""0.10"":0.153819492798,""0.15"":0.161246237902,""0.20"":0.156949191683,""0.25"":0.153740062052,""0.30"":0.153183866707,""0.35"":0.144149917225,""0.40"":0.139124224117,""0.45"":0.137413737352,""0.50"":0.134859514561,""0.55"":0.133877647433,""0.60"":0.130923828515,""0.65"":0.130440876163,""0.70"":0.128364531805,""0.75"":0.126632515982,""0.80"":0.124058785113,""0.85"":0.123191301683,""0.90"":0.122563792086}",0.1377480914304725,1,3,100,100,0.141115197640081,0.8309796999117388,0.0,0.0,0.0,0.5,0.0,0.965625,0.033279443750000005,0.046865625,0.034375,7.317729,2.693414,0.789315,0.012165,10.817333,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,rf,42,3,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.131851584325,""0.15"":0.132331617196,""0.20"":0.131690575199,""0.25"":0.131295795255,""0.30"":0.128115441113,""0.35"":0.126993102582,""0.40"":0.12462720486,""0.45"":0.123383147777,""0.50"":0.118634718836,""0.55"":0.117252827077,""0.60"":0.114860893599,""0.65"":0.113573533012,""0.70"":0.111475034678,""0.75"":0.109127891573,""0.80"":0.10638650003,""0.85"":0.105408307176,""0.90"":0.10428719769}","{""0.10"":0.149753978467,""0.15"":0.151659134695,""0.20"":0.151797783153,""0.25"":0.151497726364,""0.30"":0.146382321576,""0.35"":0.142711608211,""0.40"":0.13793597475,""0.45"":0.135179768485,""0.50"":0.132220066297,""0.55"":0.131597687815,""0.60"":0.129302144367,""0.65"":0.126721021866,""0.70"":0.125682748586,""0.75"":0.122991169843,""0.80"":0.117311029081,""0.85"":0.1155498619,""0.90"":0.114048623391}",0.1323316171958026,1,3,100,100,0.2642987919569967,0.8915857605177994,0.16666666666666666,0.09090909090909091,1.0,0.5454545454545454,0.29674783259031634,0.96875,0.030168850000000004,0.049603125000000005,0.034375,7.529107,2.850798,0.795273,0.011535,11.191184,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,rf,42,4,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.16177799887,""0.15"":0.159990865655,""0.20"":0.158030405233,""0.25"":0.157252204131,""0.30"":0.154871162172,""0.35"":0.151820035062,""0.40"":0.149601353832,""0.45"":0.146514075728,""0.50"":0.145387213291,""0.55"":0.143681438571,""0.60"":0.143325660091,""0.65"":0.130464191098,""0.70"":0.125246581368,""0.75"":0.122385490007,""0.80"":0.119741353071,""0.85"":0.117068120522,""0.90"":0.114477260603}","{""0.10"":0.188910048672,""0.15"":0.183649859606,""0.20"":0.182075485115,""0.25"":0.183278733278,""0.30"":0.179450421265,""0.35"":0.17394391086,""0.40"":0.170123030045,""0.45"":0.166098003201,""0.50"":0.16417017752,""0.55"":0.174632796845,""0.60"":0.173760463665,""0.65"":0.147241877179,""0.70"":0.146328898251,""0.75"":0.14372343082,""0.80"":0.138558489931,""0.85"":0.133478674808,""0.90"":0.129158167625}",0.16177799887038957,1,3,100,100,0.22716364631713687,0.7827302147690497,0.0,0.0,0.0,0.5,0.0,0.965625,0.030956528125000004,0.037753125000000005,0.034375,7.192379,2.723028,0.794771,0.011655,10.726324,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,rf,42,5,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.110067200454,""0.15"":0.109941693285,""0.20"":0.109268294179,""0.25"":0.107613347748,""0.30"":0.106672147191,""0.35"":0.106227725323,""0.40"":0.10473955647,""0.45"":0.10445726147,""0.50"":0.1032682899,""0.55"":0.103112356326,""0.60"":0.101707879357,""0.65"":0.101364843964,""0.70"":0.100593613746,""0.75"":0.100331235282,""0.80"":0.100087520359,""0.85"":0.088055575359,""0.90"":0.087519345585}","{""0.10"":0.118484365241,""0.15"":0.116956139327,""0.20"":0.115242734602,""0.25"":0.112983255769,""0.30"":0.111815172963,""0.35"":0.111847964939,""0.40"":0.110463744816,""0.45"":0.111572887152,""0.50"":0.110250863526,""0.55"":0.11057988221,""0.60"":0.108023116832,""0.65"":0.108022482964,""0.70"":0.108438495454,""0.75"":0.10768696588,""0.80"":0.107943128391,""0.85"":0.107972581306,""0.90"":0.10778676351}",0.11006720045351318,1,3,100,100,0.16934206542278907,0.8584142394822007,0.0,0.0,0.0,0.5,0.0,0.9686520376175548,0.028465369905956113,0.03995924764890283,0.03134796238244514,7.173948,2.695318,0.805386,0.011669,10.690794,1280,2474,1194,0.03359375,0.5,
openml-40691-wine-quality-red,openml,rf,44,1,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.110436848429,""0.15"":0.111118639387,""0.20"":0.108563008271,""0.25"":0.108617287955,""0.30"":0.108294639758,""0.35"":0.107021903673,""0.40"":0.105995428058,""0.45"":0.105828331656,""0.50"":0.105436691551,""0.55"":0.103448293845,""0.60"":0.103389291372,""0.65"":0.103234694522,""0.70"":0.10380552817,""0.75"":0.102296908491,""0.80"":0.102999801426,""0.85"":0.106002108418,""0.90"":0.105704398076}","{""0.10"":0.134900657516,""0.15"":0.136036156883,""0.20"":0.132357945975,""0.25"":0.13090787345,""0.30"":0.140694088799,""0.35"":0.137433213779,""0.40"":0.134999292661,""0.45"":0.13512119387,""0.50"":0.133860165547,""0.55"":0.132025753207,""0.60"":0.131836668038,""0.65"":0.132226284765,""0.70"":0.130897641076,""0.75"":0.12896053593,""0.80"":0.127247610911,""0.85"":0.126617740446,""0.90"":0.126367894459}",0.11111863938748665,1,3,100,100,0.20835082953554845,0.8114516129032258,0.0,0.0,0.0,0.5,0.0,0.96875,0.03184924296875,0.0502640625,0.03125,7.092732,2.71422,0.766361,0.011613,10.58936,1279,2472,1193,0.033620015637216574,0.5,
openml-40691-wine-quality-red,openml,rf,44,2,nested_tuned_raw_fol_equal100,0.85,0.15000000000000002,0.85,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.104383485352,""0.15"":0.107163624698,""0.20"":0.108259058645,""0.25"":0.10934404678,""0.30"":0.110512756556,""0.35"":0.110537623658,""0.40"":0.109915158818,""0.45"":0.109899196591,""0.50"":0.110156282554,""0.55"":0.111142105029,""0.60"":0.110634328003,""0.65"":0.110973353951,""0.70"":0.110790699487,""0.75"":0.111689963625,""0.80"":0.112090948181,""0.85"":0.112112405591,""0.90"":0.110794117271}","{""0.10"":0.121361714455,""0.15"":0.124941918314,""0.20"":0.124564434135,""0.25"":0.127125767988,""0.30"":0.131189369723,""0.35"":0.13040677911,""0.40"":0.128519195435,""0.45"":0.128145242567,""0.50"":0.125171233328,""0.55"":0.130022486381,""0.60"":0.129367978247,""0.65"":0.13015707298,""0.70"":0.131729240964,""0.75"":0.13202521983,""0.80"":0.131648593727,""0.85"":0.131465346587,""0.90"":0.12578356749}",0.1121124055911587,1,3,100,100,0.16336138763809932,0.8740806119446897,0.0,0.0,0.0,0.49029126213592233,-0.026081220090942703,0.946875,0.042940810156249995,0.10718593750000001,0.034375,7.186343,2.919825,0.802793,0.011622,10.92508,1279,2474,1195,0.0328381548084441,0.5,
openml-40691-wine-quality-red,openml,rf,44,3,nested_tuned_raw_fol_equal100,0.7,0.30000000000000004,0.7,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.141586228422,""0.15"":0.145637243648,""0.20"":0.148518680954,""0.25"":0.154429559558,""0.30"":0.157926455402,""0.35"":0.16075548959,""0.40"":0.153383699681,""0.45"":0.15516890396,""0.50"":0.158149139816,""0.55"":0.165275891066,""0.60"":0.165979672207,""0.65"":0.164611950822,""0.70"":0.166448550429,""0.75"":0.163703170518,""0.80"":0.161807681923,""0.85"":0.161758734658,""0.90"":0.158615349379}","{""0.10"":0.157843883559,""0.15"":0.166121091517,""0.20"":0.166955763347,""0.25"":0.1710504831,""0.30"":0.174702809291,""0.35"":0.177592205256,""0.40"":0.189479596397,""0.45"":0.192894435053,""0.50"":0.192269635398,""0.55"":0.204144449446,""0.60"":0.212075305861,""0.65"":0.20910436053,""0.70"":0.208075509556,""0.75"":0.198682551932,""0.80"":0.203273867003,""0.85"":0.203250843229,""0.90"":0.203215809425}",0.16644855042915926,1,3,100,100,0.17651660547767387,0.8062665489849956,0.10526315789473684,0.09090909090909091,0.125,0.5341276846131215,0.07965079448879128,0.946875,0.0435847,0.0996,0.034375,7.319172,2.872355,0.807898,0.011547,11.015422,1279,2474,1195,0.0328381548084441,0.5,
