dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
ionosphere,openml,extratrees,42,5,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.981577578842,""0.15"":0.981433483973,""0.20"":0.981052300606,""0.25"":0.981059353169,""0.30"":0.980720505944,""0.35"":0.980533653607,""0.40"":0.980355554069,""0.45"":0.980184958,""0.50"":0.980156581978,""0.55"":0.979886231101,""0.60"":0.980011029336,""0.65"":0.979837955145,""0.70"":0.979437028434,""0.75"":0.97899600207,""0.80"":0.97864586666,""0.85"":0.977784925227,""0.90"":0.977135291609}","{""0.10"":0.982326442187,""0.15"":0.982238305399,""0.20"":0.982238305399,""0.25"":0.982238305399,""0.30"":0.982061972526,""0.35"":0.981986591853,""0.40"":0.982056030755,""0.45"":0.981647534023,""0.50"":0.981667299994,""0.55"":0.981150233654,""0.60"":0.981081220541,""0.65"":0.98159276406,""0.70"":0.980578668582,""0.75"":0.979729324186,""0.80"":0.97949369895,""0.85"":0.978613827482,""0.90"":0.978287835016}",0.981577578841972,1,3,100,100,0.972781858253948,0.9817777777777777,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.05296228571428572,0.3468,0.35714285714285715,1.054443,0.166146,0.226275,0.010817,1.461701,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
ionosphere,openml,extratrees,44,1,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.976584853472,""0.15"":0.976116274505,""0.20"":0.976129010607,""0.25"":0.975916657736,""0.30"":0.975797238441,""0.35"":0.975554706058,""0.40"":0.975190363926,""0.45"":0.974712221124,""0.50"":0.974695355253,""0.55"":0.974892406982,""0.60"":0.97463478921,""0.65"":0.974201611751,""0.70"":0.974559656706,""0.75"":0.973689974695,""0.80"":0.972970375759,""0.85"":0.97263192841,""0.90"":0.972117479681}","{""0.10"":0.977291840279,""0.15"":0.976434384487,""0.20"":0.976313436253,""0.25"":0.976106236046,""0.30"":0.975828073587,""0.35"":0.976232366674,""0.40"":0.975398119532,""0.45"":0.974690001002,""0.50"":0.974830093122,""0.55"":0.975331276893,""0.60"":0.975026071506,""0.65"":0.9742336746,""0.70"":0.97443076748,""0.75"":0.972862598966,""0.80"":0.971229925267,""0.85"":0.970276539923,""0.90"":0.969357766128}",0.9765848534720506,1,3,100,100,0.9722179142542043,0.9794871794871796,0.92,0.8846153846153846,0.9583333333333334,0.9311965811965812,0.8783016235283101,0.9436619718309859,0.05419391549295776,0.3586478873239437,0.36619718309859156,1.015125,0.153925,0.224805,0.010663,1.408412,280,360,80,0.35714285714285715,0.5,
ionosphere,openml,extratrees,44,2,nested_tuned_raw_fol_equal100,0.7,0.30000000000000004,0.7,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.978352795117,""0.15"":0.978801459947,""0.20"":0.978810327827,""0.25"":0.97853783981,""0.30"":0.978778297776,""0.35"":0.978928178141,""0.40"":0.979273710889,""0.45"":0.979646942295,""0.50"":0.979536942939,""0.55"":0.979638575491,""0.60"":0.979873097277,""0.65"":0.980020678234,""0.70"":0.980025927892,""0.75"":0.979649859139,""0.80"":0.979205886892,""0.85"":0.978849786567,""0.90"":0.978601875162}","{""0.10"":0.978453111416,""0.15"":0.978094249014,""0.20"":0.978094249014,""0.25"":0.977790132581,""0.30"":0.977801178956,""0.35"":0.978006433471,""0.40"":0.978466857142,""0.45"":0.978804923403,""0.50"":0.9792017488,""0.55"":0.978855415762,""0.60"":0.979481846381,""0.65"":0.979826240549,""0.70"":0.979849567018,""0.75"":0.978863361827,""0.80"":0.978727690019,""0.85"":0.978082856191,""0.90"":0.977338549412}",0.980025927892041,1,3,100,100,0.969057043769239,0.9777777777777779,0.875,0.84,0.9130434782608695,0.8977777777777778,0.8115848420234576,0.9142857142857143,0.055947842857142854,0.3365571428571429,0.35714285714285715,1.01936,0.165755,0.227821,0.010714,1.427572,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,44,3,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.983353198898,""0.15"":0.983473628264,""0.20"":0.983388865751,""0.25"":0.982929241546,""0.30"":0.983103947917,""0.35"":0.983020937212,""0.40"":0.982618061237,""0.45"":0.982333526431,""0.50"":0.981851206487,""0.55"":0.981637967572,""0.60"":0.981360185318,""0.65"":0.9807855293,""0.70"":0.979841119149,""0.75"":0.979624216265,""0.80"":0.979074713524,""0.85"":0.978326352896,""0.90"":0.977760590932}","{""0.10"":0.984911169955,""0.15"":0.985137359685,""0.20"":0.985038299535,""0.25"":0.984913559456,""0.30"":0.985262827937,""0.35"":0.985004264023,""0.40"":0.984600343479,""0.45"":0.983745036312,""0.50"":0.983455558819,""0.55"":0.983514038351,""0.60"":0.983250403486,""0.65"":0.982609165105,""0.70"":0.981123716643,""0.75"":0.981002768409,""0.80"":0.981220943015,""0.85"":0.979881658968,""0.90"":0.979128684548}",0.9834736282641071,1,3,100,100,0.965778292436357,0.9786666666666666,0.8888888888888888,0.8,1.0,0.9,0.8485281374238571,0.9285714285714286,0.06580062499999999,0.29935000000000006,0.35714285714285715,1.023825,0.169765,0.228462,0.010694,1.436676,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,44,4,nested_tuned_raw_fol_equal100,0.2,0.8,0.2,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.978863833871,""0.15"":0.978856012045,""0.20"":0.978902738695,""0.25"":0.978543843167,""0.30"":0.97858206667,""0.35"":0.978574592704,""0.40"":0.977820439022,""0.45"":0.977689963313,""0.50"":0.977261073142,""0.55"":0.977860485552,""0.60"":0.97750285482,""0.65"":0.977491325871,""0.70"":0.977526555423,""0.75"":0.977038316415,""0.80"":0.976499489288,""0.85"":0.975709236563,""0.90"":0.974815157081}","{""0.10"":0.9790500678,""0.15"":0.979296056755,""0.20"":0.979296056755,""0.25"":0.97895772538,""0.30"":0.978789375212,""0.35"":0.979063873012,""0.40"":0.978762848195,""0.45"":0.978491973357,""0.50"":0.977680179932,""0.55"":0.977903313282,""0.60"":0.97723666151,""0.65"":0.977219437809,""0.70"":0.977219437809,""0.75"":0.977219437809,""0.80"":0.976908948154,""0.85"":0.976766214186,""0.90"":0.975625488535}",0.9789027386952259,1,3,100,100,0.9772647853315455,0.987111111111111,0.92,0.92,0.92,0.9377777777777778,0.8755555555555555,0.9428571428571428,0.04625725714285714,0.35571428571428576,0.35714285714285715,1.034727,0.160729,0.227492,0.010763,1.43765,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,44,5,nested_tuned_raw_fol_equal100,0.85,0.15000000000000002,0.85,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.976974468433,""0.15"":0.976889021703,""0.20"":0.977315151598,""0.25"":0.977586008663,""0.30"":0.977477853675,""0.35"":0.977852064506,""0.40"":0.977798567643,""0.45"":0.977602307136,""0.50"":0.977715032094,""0.55"":0.977982764596,""0.60"":0.977534374578,""0.65"":0.977793985921,""0.70"":0.978521969998,""0.75"":0.978861655832,""0.80"":0.978433212158,""0.85"":0.978880230883,""0.90"":0.978737208948}","{""0.10"":0.975529159278,""0.15"":0.975608375146,""0.20"":0.97684459929,""0.25"":0.977562748618,""0.30"":0.9777808541,""0.35"":0.9777808541,""0.40"":0.977669128498,""0.45"":0.977154181692,""0.50"":0.977717735453,""0.55"":0.977703769753,""0.60"":0.977085265271,""0.65"":0.977867792582,""0.70"":0.978750661326,""0.75"":0.979353236643,""0.80"":0.97879734921,""0.85"":0.979154822736,""0.90"":0.979480815202}",0.9788802308828595,1,3,100,100,0.9920312399355876,0.9955555555555555,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.03981768214285714,0.33097857142857146,0.35714285714285715,1.036229,0.161993,0.227479,0.010753,1.440416,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,49,1,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.966340576947,""0.15"":0.966455801154,""0.20"":0.966265825712,""0.25"":0.966393528093,""0.30"":0.966793222869,""0.35"":0.966771380182,""0.40"":0.9662860574,""0.45"":0.966075904425,""0.50"":0.965427346238,""0.55"":0.96577212472,""0.60"":0.965255683375,""0.65"":0.965114351624,""0.70"":0.965207976703,""0.75"":0.964553126103,""0.80"":0.964296833026,""0.85"":0.963459271344,""0.90"":0.96297445788}","{""0.10"":0.976450658594,""0.15"":0.97575009277,""0.20"":0.975314440564,""0.25"":0.97483078627,""0.30"":0.974975352838,""0.35"":0.974606194054,""0.40"":0.973894644583,""0.45"":0.973859163993,""0.50"":0.972385533199,""0.55"":0.972434541429,""0.60"":0.971592079249,""0.65"":0.97223467661,""0.70"":0.972445966295,""0.75"":0.971780724545,""0.80"":0.970404078673,""0.85"":0.969382449704,""0.90"":0.968433830087}",0.9667932228694347,1,3,100,100,0.9927884615384613,0.9948717948717949,0.9803921568627451,0.9615384615384616,1.0,0.9807692307692308,0.9698636252097594,0.9859154929577465,0.03336838028169014,0.3703802816901409,0.36619718309859156,1.018709,0.14739,0.22744,0.010692,1.408146,280,360,80,0.35714285714285715,0.5,
ionosphere,openml,extratrees,49,2,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.973321649878,""0.15"":0.973569965169,""0.20"":0.972385339653,""0.25"":0.972424979548,""0.30"":0.972138953886,""0.35"":0.971852047145,""0.40"":0.970825703595,""0.45"":0.970145969874,""0.50"":0.968680312179,""0.55"":0.967867953098,""0.60"":0.96688666443,""0.65"":0.966538470907,""0.70"":0.9650000682,""0.75"":0.962515360833,""0.80"":0.962292908256,""0.85"":0.958892582024,""0.90"":0.957441042929}","{""0.10"":0.972715415336,""0.15"":0.97298852458,""0.20"":0.972222353001,""0.25"":0.972249574811,""0.30"":0.9719020722,""0.35"":0.971428479028,""0.40"":0.970995348184,""0.45"":0.97043601257,""0.50"":0.968935187496,""0.55"":0.968106726658,""0.60"":0.967549271325,""0.65"":0.966943664802,""0.70"":0.965703086575,""0.75"":0.965631618991,""0.80"":0.965805791508,""0.85"":0.963146146504,""0.90"":0.962979835612}",0.9735699651686757,1,3,100,100,0.9928827586206898,0.9955555555555555,0.96,0.96,0.96,0.9688888888888889,0.9377777777777778,0.9714285714285714,0.03579590714285715,0.3818714285714286,0.35714285714285715,1.033612,0.14729,0.229444,0.011089,1.425323,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,49,3,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.961506121068,""0.15"":0.96128091525,""0.20"":0.960888839044,""0.25"":0.960350376058,""0.30"":0.959104503333,""0.35"":0.95741392571,""0.40"":0.957194220288,""0.45"":0.956526704943,""0.50"":0.955329418332,""0.55"":0.955733361559,""0.60"":0.954875217638,""0.65"":0.954405675696,""0.70"":0.953095491654,""0.75"":0.952498521625,""0.80"":0.951443785825,""0.85"":0.951161059837,""0.90"":0.949977227609}","{""0.10"":0.964430633067,""0.15"":0.964746888602,""0.20"":0.964065471254,""0.25"":0.963771872333,""0.30"":0.961609668981,""0.35"":0.960409964295,""0.40"":0.959411503517,""0.45"":0.957279068051,""0.50"":0.956483576107,""0.55"":0.956881923976,""0.60"":0.956271638149,""0.65"":0.956442434582,""0.70"":0.954945242047,""0.75"":0.952551839976,""0.80"":0.952572805449,""0.85"":0.952128208529,""0.90"":0.949207418396}",0.9615061210675804,1,3,100,100,0.9806580595097759,0.9902222222222222,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.047765628571428576,0.3462857142857143,0.35714285714285715,1.046948,0.140953,0.226081,0.010607,1.428477,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
ionosphere,openml,extratrees,49,4,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.976159392572,""0.15"":0.976101858048,""0.20"":0.975721482299,""0.25"":0.975412252437,""0.30"":0.975227055027,""0.35"":0.975048919766,""0.40"":0.974734201773,""0.45"":0.974282094048,""0.50"":0.973984169268,""0.55"":0.973994469584,""0.60"":0.973652437477,""0.65"":0.973814864596,""0.70"":0.973734259457,""0.75"":0.973062688998,""0.80"":0.973035871303,""0.85"":0.97287534918,""0.90"":0.972410862855}","{""0.10"":0.976424592695,""0.15"":0.97621419807,""0.20"":0.975764678939,""0.25"":0.975194991604,""0.30"":0.975288445061,""0.35"":0.974948961442,""0.40"":0.974948961442,""0.45"":0.974545142279,""0.50"":0.974495748067,""0.55"":0.974521557233,""0.60"":0.974521557233,""0.65"":0.975102792545,""0.70"":0.975375234855,""0.75"":0.974279204034,""0.80"":0.974279204034,""0.85"":0.974271421299,""0.90"":0.973821404329}",0.9761593925715067,1,3,100,100,0.9805190672814798,0.9888888888888889,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.04855988571428572,0.32854285714285714,0.35714285714285715,1.04063,0.14578,0.226028,0.010684,1.427046,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,extratrees,49,5,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.983936411623,""0.15"":0.983419059421,""0.20"":0.98309615178,""0.25"":0.982988929138,""0.30"":0.982495260783,""0.35"":0.982501235622,""0.40"":0.982555352864,""0.45"":0.982168541939,""0.50"":0.981085110557,""0.55"":0.980773505893,""0.60"":0.980421757712,""0.65"":0.979695917235,""0.70"":0.978462203875,""0.75"":0.9769874095,""0.80"":0.975773436315,""0.85"":0.975194931866,""0.90"":0.973949637275}","{""0.10"":0.983632414074,""0.15"":0.982425991414,""0.20"":0.981427287454,""0.25"":0.980869372587,""0.30"":0.981112262536,""0.35"":0.980645409128,""0.40"":0.98066923858,""0.45"":0.98019740868,""0.50"":0.979802369805,""0.55"":0.979915168989,""0.60"":0.979399173117,""0.65"":0.979077272795,""0.70"":0.97811801963,""0.75"":0.977219857211,""0.80"":0.976243419446,""0.85"":0.975946045982,""0.90"":0.974731646955}",0.9839364116231,1,3,100,100,0.9650068205526546,0.979111111111111,0.7906976744186046,0.68,0.9444444444444444,0.8288888888888889,0.7211365936524463,0.8714285714285714,0.07895562857142857,0.26802857142857145,0.35714285714285715,1.049514,0.137297,0.224151,0.010667,1.425504,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
ionosphere,openml,rf,42,1,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.966520822335,""0.15"":0.966357249885,""0.20"":0.966537545039,""0.25"":0.966540799393,""0.30"":0.966213316738,""0.35"":0.965955276244,""0.40"":0.965932284536,""0.45"":0.965585275198,""0.50"":0.964525332222,""0.55"":0.964339857782,""0.60"":0.963848785581,""0.65"":0.963561082528,""0.70"":0.962557570127,""0.75"":0.962061762313,""0.80"":0.960702758029,""0.85"":0.96033740956,""0.90"":0.959167336869}","{""0.10"":0.97465758101,""0.15"":0.974113271518,""0.20"":0.974618830391,""0.25"":0.975010987254,""0.30"":0.975235908532,""0.35"":0.974695458744,""0.40"":0.97459874997,""0.45"":0.974187873395,""0.50"":0.972432663494,""0.55"":0.972126393824,""0.60"":0.972126393824,""0.65"":0.971777251318,""0.70"":0.970685119322,""0.75"":0.970263761809,""0.80"":0.969242299661,""0.85"":0.968680678047,""0.90"":0.967808787789}",0.9665407993933652,1,3,100,100,0.9902514792899408,0.9940170940170939,0.92,0.8846153846153846,0.9583333333333334,0.9311965811965812,0.8783016235283101,0.9436619718309859,0.04037808098591549,0.353556338028169,0.36619718309859156,1.300243,0.159784,0.339615,0.012068,1.815854,280,360,80,0.35714285714285715,0.5,
ionosphere,openml,rf,42,2,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.964607570954,""0.15"":0.964545596837,""0.20"":0.964240331991,""0.25"":0.964928643241,""0.30"":0.964393987555,""0.35"":0.964516665402,""0.40"":0.964032131866,""0.45"":0.963361823497,""0.50"":0.961693300786,""0.55"":0.961039370596,""0.60"":0.961419753251,""0.65"":0.959990490189,""0.70"":0.959394678879,""0.75"":0.958760067472,""0.80"":0.958756953648,""0.85"":0.958593229014,""0.90"":0.958082996518}","{""0.10"":0.963393141146,""0.15"":0.963229966362,""0.20"":0.962311692716,""0.25"":0.962434798386,""0.30"":0.962733640489,""0.35"":0.962838993399,""0.40"":0.962440418549,""0.45"":0.961038878543,""0.50"":0.959230359212,""0.55"":0.959160395506,""0.60"":0.959380312392,""0.65"":0.958740035383,""0.70"":0.958622060636,""0.75"":0.957936390646,""0.80"":0.957833663177,""0.85"":0.957641591462,""0.90"":0.956049705659}",0.9649286432412738,1,3,100,100,0.9646170959185421,0.96,0.8979591836734694,0.88,0.9166666666666666,0.9177777777777778,0.843464979891126,0.9285714285714286,0.051510535714285724,0.3427142857142858,0.35714285714285715,1.30546,0.140581,0.339738,0.012055,1.80188,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,42,3,nested_tuned_raw_fol_equal100,0.8,0.19999999999999996,0.8,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.962813768638,""0.15"":0.962633511384,""0.20"":0.963230248161,""0.25"":0.963355090624,""0.30"":0.963680985729,""0.35"":0.96398143652,""0.40"":0.964260092513,""0.45"":0.964419561456,""0.50"":0.964590594053,""0.55"":0.964881188132,""0.60"":0.96471932199,""0.65"":0.965161318268,""0.70"":0.964869200772,""0.75"":0.965430339883,""0.80"":0.966000652388,""0.85"":0.965951827573,""0.90"":0.965340030036}","{""0.10"":0.961916270087,""0.15"":0.961763043043,""0.20"":0.962917346839,""0.25"":0.963032131488,""0.30"":0.9637046664,""0.35"":0.964057415636,""0.40"":0.964271390115,""0.45"":0.964193499508,""0.50"":0.964285560896,""0.55"":0.965331927033,""0.60"":0.965534459178,""0.65"":0.966146476753,""0.70"":0.965718706426,""0.75"":0.966175810267,""0.80"":0.966383218461,""0.85"":0.965638064791,""0.90"":0.965187105203}",0.9660006523875403,1,3,100,100,0.9662494065074712,0.9786666666666668,0.875,0.84,0.9130434782608695,0.8977777777777778,0.8115848420234576,0.9142857142857143,0.058222914285714286,0.32402857142857144,0.35714285714285715,1.293783,0.155007,0.339323,0.01082,1.802816,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,42,4,nested_tuned_raw_fol_equal100,0.45,0.55,0.45,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.959741174838,""0.15"":0.95993486934,""0.20"":0.960338892844,""0.25"":0.960855194892,""0.30"":0.960965952925,""0.35"":0.96126830065,""0.40"":0.961420901716,""0.45"":0.961658954336,""0.50"":0.961492911461,""0.55"":0.960998122544,""0.60"":0.96083699996,""0.65"":0.960910308199,""0.70"":0.96045566547,""0.75"":0.959425583234,""0.80"":0.959038679494,""0.85"":0.958264558855,""0.90"":0.957227159263}","{""0.10"":0.964323514399,""0.15"":0.964413751983,""0.20"":0.964467814792,""0.25"":0.96429708191,""0.30"":0.964424452642,""0.35"":0.964814782212,""0.40"":0.964655679902,""0.45"":0.96478138403,""0.50"":0.964737281834,""0.55"":0.965022177953,""0.60"":0.96422180479,""0.65"":0.963852676845,""0.70"":0.963083755287,""0.75"":0.961927499979,""0.80"":0.961579477154,""0.85"":0.959535097391,""0.90"":0.958740495168}",0.9616589543364644,1,3,100,100,0.9856410256410256,0.9875555555555555,0.9361702127659575,0.88,1.0,0.94,0.9082951062292475,0.9571428571428572,0.03910372857142856,0.34594285714285716,0.35714285714285715,1.314423,0.159176,0.341737,0.010822,1.830078,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,42,5,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.975044649708,""0.15"":0.975119488564,""0.20"":0.975414988262,""0.25"":0.975615863943,""0.30"":0.975428724865,""0.35"":0.975516382866,""0.40"":0.975287228921,""0.45"":0.97530758324,""0.50"":0.974347797883,""0.55"":0.973994077802,""0.60"":0.974014735213,""0.65"":0.974390570853,""0.70"":0.974287635485,""0.75"":0.973003569588,""0.80"":0.972407129531,""0.85"":0.971190430772,""0.90"":0.969890078029}","{""0.10"":0.973641629382,""0.15"":0.973842440513,""0.20"":0.97395339145,""0.25"":0.973734735081,""0.30"":0.973621590098,""0.35"":0.973723399391,""0.40"":0.97376584061,""0.45"":0.974047733406,""0.50"":0.972631418771,""0.55"":0.971646877419,""0.60"":0.971541655844,""0.65"":0.972058471857,""0.70"":0.971892030112,""0.75"":0.970977599243,""0.80"":0.971313470268,""0.85"":0.970270659931,""0.90"":0.969454154027}",0.9756158639431292,1,3,100,100,0.9583615545684514,0.9697777777777777,0.88,0.88,0.88,0.9066666666666667,0.8133333333333334,0.9142857142857143,0.06967455357142857,0.3732500000000001,0.35714285714285715,1.312939,0.163107,0.334219,0.010268,1.824414,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
ionosphere,openml,rf,44,1,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.966601588058,""0.15"":0.967220683588,""0.20"":0.967032252358,""0.25"":0.967432869096,""0.30"":0.967318074099,""0.35"":0.9673069414,""0.40"":0.966906190752,""0.45"":0.966546033503,""0.50"":0.966363543036,""0.55"":0.965952054289,""0.60"":0.96505852288,""0.65"":0.965212394348,""0.70"":0.964789185439,""0.75"":0.963620474681,""0.80"":0.96208306445,""0.85"":0.960944889838,""0.90"":0.959241670615}","{""0.10"":0.966800632118,""0.15"":0.967460626582,""0.20"":0.967060979769,""0.25"":0.967697183693,""0.30"":0.967218990744,""0.35"":0.967342522237,""0.40"":0.967081779179,""0.45"":0.96525288071,""0.50"":0.965531401209,""0.55"":0.965310884269,""0.60"":0.964349146087,""0.65"":0.964641883394,""0.70"":0.964746299129,""0.75"":0.964585474699,""0.80"":0.963022510675,""0.85"":0.961944578545,""0.90"":0.960707408333}",0.9674328690956823,1,3,100,100,0.9783922171018943,0.9846153846153847,0.9387755102040817,0.8846153846153846,1.0,0.9423076923076923,0.9106738840424289,0.9577464788732394,0.05027658450704226,0.3575352112676057,0.36619718309859156,1.282487,0.151117,0.335579,0.010352,1.783342,280,360,80,0.35714285714285715,0.5,
ionosphere,openml,rf,44,2,nested_tuned_raw_fol_equal100,0.2,0.8,0.2,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.976383102357,""0.15"":0.976602795593,""0.20"":0.97662181904,""0.25"":0.976516928722,""0.30"":0.976399954658,""0.35"":0.976297896021,""0.40"":0.976347280313,""0.45"":0.976069537457,""0.50"":0.975478050681,""0.55"":0.975288933759,""0.60"":0.974709149881,""0.65"":0.974605111537,""0.70"":0.974400496921,""0.75"":0.973841236303,""0.80"":0.973402252471,""0.85"":0.972313566556,""0.90"":0.971913276099}","{""0.10"":0.97595867116,""0.15"":0.976143345265,""0.20"":0.975644801607,""0.25"":0.975829371559,""0.30"":0.975525255125,""0.35"":0.975703774576,""0.40"":0.975816512252,""0.45"":0.975140439541,""0.50"":0.974132771115,""0.55"":0.973836298611,""0.60"":0.973513152313,""0.65"":0.973008813663,""0.70"":0.97344102445,""0.75"":0.97324167353,""0.80"":0.972838182399,""0.85"":0.971992009279,""0.90"":0.971179481455}",0.9766218190401451,1,3,100,100,0.952298154774935,0.9617777777777778,0.8979591836734694,0.88,0.9166666666666666,0.9177777777777778,0.843464979891126,0.9285714285714286,0.060359771428571435,0.3463428571428572,0.35714285714285715,1.279864,0.161874,0.338285,0.01066,1.794568,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,44,3,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.97047682869,""0.15"":0.970963271458,""0.20"":0.970846977324,""0.25"":0.971139404107,""0.30"":0.971485116318,""0.35"":0.971999766487,""0.40"":0.97125703871,""0.45"":0.970716252756,""0.50"":0.970646040824,""0.55"":0.970360085815,""0.60"":0.969922032601,""0.65"":0.969596009167,""0.70"":0.969174561056,""0.75"":0.968784720996,""0.80"":0.967517632303,""0.85"":0.966256950795,""0.90"":0.963736157747}","{""0.10"":0.971790174844,""0.15"":0.972009577199,""0.20"":0.971504615567,""0.25"":0.971878727052,""0.30"":0.972543593846,""0.35"":0.972868683826,""0.40"":0.971731941892,""0.45"":0.972052820906,""0.50"":0.97184183871,""0.55"":0.972203314697,""0.60"":0.971716558381,""0.65"":0.970774833995,""0.70"":0.97013173091,""0.75"":0.969086278528,""0.80"":0.967683576243,""0.85"":0.966308476283,""0.90"":0.963642011637}",0.9719997664869484,1,3,100,100,0.94706855762833,0.959111111111111,0.851063829787234,0.8,0.9090909090909091,0.8777777777777778,0.779849333631172,0.9,0.07092844285714286,0.3299428571428572,0.35714285714285715,1.287233,0.167675,0.335594,0.010749,1.805152,281,360,79,0.3594306049822064,0.5,
