contrast,first_mean_pr_auc,second_mean_pr_auc,mean_delta_first_minus_second,median_delta_first_minus_second,wins_first,ties,losses_first,rank_biserial,wilcoxon_nonzero_n,wilcoxon_exact_p,bootstrap_95_low,bootstrap_95_high
retained_2to1_local_minus_nested_tuned_raw,0.723399719029844,0.720932005194895,0.0024677138349491696,0.0023490700372511553,16,0,2,0.7192982456140351,18,0.0055999755859375,0.0005264526981426551,0.004297620354310715
nested_tuned_raw_minus_fixed_1to1_raw,0.720932005194895,0.7210218197019859,-8.981450709092305e-05,0.0003089213140139435,9,0,9,0.1695906432748538,18,0.550872802734375,-0.002016846306788196,0.0015735320185945977
nested_tuned_raw_minus_fixed_2to1_raw,0.720932005194895,0.7223211613442364,-0.0013891561493415818,-0.0015758111335640312,2,0,16,-0.6257309941520468,18,0.0182342529296875,-0.0030443626346310097,0.0005196114109728166
